id,name,description,dichotomous,group,PMID example,PMID in GWAS CATALOG?,complex traits,Relation,EFO_term,API_EFO_ID,EFO_id,comments,supported by OLS,supported by Zooma,GWAS catalog UI search,Lizzy's suggestion,suggestion applied,Maria's suggestion,import_new_terms
3182,PI,Fasting proinsulin,0,GLYCEMIC,,,simple,Exact match,proinsulin measurement,EFO_0010814,EFO_0010814,,No,no,Yes,,,ok,N
3304,RemnantC,Remnant cholesterol,0,LIPIDS,,,simple,Exact match,remnant cholesterol measurement,EFO_0010815,EFO_0010815,,No,no,Yes,,,ok,N
4359,CHIP,Clonal haematopoiesis of indeterminate potential (with or without mosaic chromosomal alteration),1,AGING AND LONGEVITY,36450978,yes,simple,Match to parent,clonal hematopoiesis,EFO_0010819,EFO_0010819,,No,no,yes,,,ok,N
4367,CHIP_ASXL1,Clonal haematopoiesis of indeterminate potential (ASXL1 mutation),1,AGING AND LONGEVITY,36450978,yes,simple,Match to parent,clonal hematopoiesis,EFO_0010819,EFO_0010819,,Yes,no,yes,,,ok,N
4366,CHIP_DNMT3A,Clonal haematopoiesis of indeterminate potential (DNMT3A mutation),1,AGING AND LONGEVITY,36450978,yes,simple,Match to parent,clonal hematopoiesis,EFO_0010819,EFO_0010819,,Yes,no,yes,,,ok,N
4365,CHIP_JAK2,Clonal haematopoiesis of indeterminate potential (JAK2 mutation),1,AGING AND LONGEVITY,36450978,yes,simple,Match to parent,clonal hematopoiesis,EFO_0010819,EFO_0010819,,Yes,no,yes,,,ok,N
4364,CHIP_PPM1D,Clonal haematopoiesis of indeterminate potential (PPM1D mutation),1,AGING AND LONGEVITY,36450978,yes,simple,Match to parent,clonal hematopoiesis,EFO_0010819,EFO_0010819,,Yes,no,yes,,,ok,N
4363,CHIP_SF3B1,Clonal haematopoiesis of indeterminate potential (SF3B1 mutation),1,AGING AND LONGEVITY,36450978,yes,simple,Match to parent,clonal hematopoiesis,EFO_0010819,EFO_0010819,,Yes,no,yes,,,ok,N
4362,CHIP_SRSF2,Clonal haematopoiesis of indeterminate potential (SRSF2 mutation),1,AGING AND LONGEVITY,36450978,yes,simple,Match to parent,clonal hematopoiesis,EFO_0010819,EFO_0010819,,Yes,no,yes,,,ok,N
4361,CHIP_TET2,Clonal haematopoiesis of indeterminate potential (TET2 mutation),1,AGING AND LONGEVITY,36450978,yes,simple,Match to parent,clonal hematopoiesis,EFO_0010819,EFO_0010819,,Yes,no,yes,,,ok,N
4360,CHIP_TP53,Clonal haematopoiesis of indeterminate potential (TP53 mutation),1,AGING AND LONGEVITY,36450978,yes,simple,Match to parent,clonal hematopoiesis,EFO_0010819,EFO_0010819,,Yes,no,yes,,,ok,N
4358,CHIPwithoutmCA,Clonal haematopoiesis of indeterminate potential (without mosaic chromosomal alteration),1,AGING AND LONGEVITY,36450978,yes,simple,Match to parent,clonal hematopoiesis,EFO_0010819,EFO_0010819,,No,no,yes,,,ok,N
4514,SCAD,Spontaneous coronary artery dissection,1,CARDIOVASCULAR,,,simple,Exact match,spontaneous coronary artery dissection,EFO_0010820,EFO_0010820,,Yes,Yes,,,,ok,N
3833,LiverFat,Liver fat content,0,HEPATIC,,,simple,Exact match,liver fat measurement,EFO_0010821,EFO_0010821,,Yes,no,,,,ok,N
4637,LPDFF,Liver proton density fat fraction,0,HEPATIC,,,simple,Match to parent,liver fat measurement,EFO_0010821,EFO_0010821,,No,Yes,,,,ok,N
3654,AST_ALT_ratio,AST-ALT ratio,0,HEPATIC,33462484,yes,simple,Exact match,aspartate aminotransferase to alanine aminotransferase ratio,EFO_0010934,EFO_0010934,,No,no,yes,,,ok,N
3615,KExcretion,Urinary potassium excretion,0,RENAL,,,simple,Match to parent,urinary potassium measurement,EFO_0010952,EFO_0010952,,Yes,no,,,,ok,N
4009,Phosphate,Phosphate,0,METABOLITE,,,simple,Exact match,phosphate measurement,EFO_0010968,EFO_0010968,,Yes,no,,,,ok,N
3935,NeckCir,Neck circumference,0,SLEEP AND CIRCADIAN,,,simple,Exact match,neck circumference,EFO_0011043,EFO_0011043,,Yes,Yes,,,,ok,N
3936,NeckCiradjBMI,"neck circumference, BMI adjusted",0,SLEEP AND CIRCADIAN,33907307,yes,simple,Exact match,BMI-adjusted neck circumference,EFO_0011044,EFO_0011044,,No,Yes,yes,,,ok,N
4642,AbFR,Abdominal fat ratio,0,ANTHROPOMETRIC,,,simple,Exact match,abdominal fat ratio,EFO_0020098,EFO_0020098,,Yes,Yes,,,,ok,N
4641,WMR,Weight-to-muscle ratio,0,MUSCULOSKELETAL,,,simple,Exact match,weight-to-muscle ratio,EFO_0020099,EFO_0020099,,Yes,Yes,,,,ok,N
4640,TTMVz,Total thigh muscle volume z-score,0,MUSCULOSKELETAL,,,simple,Exact match,thigh muscle volume,EFO_0020107,EFO_0020107,,Yes,Yes,,,,ok,N
8,CerebellarVol,Total cerebellar volume,0,NEUROLOGICAL,,,simple,Exact match,cerebellar volume measurement,EFO_0020864,EFO_0020864,,Yes,Yes,,,,ok,N
4436,iaorta_area,BSA-indexed aortic area,0,CARDIOVASCULAR,38082205,,simple,Match to parent,aortic measurement,EFO_0020865,EFO_0020865,,No,no,No,,,ok,N
4132,Slope_to_glucose_recovery_glipizide_adjusted_baseline_glucose,Log (glucose at 240 min - trough glucose) over (time to glucose trough),0,SULFONYLUREA RESPONSE,37233759,yes,complex,,glucose change measurement,EFO_0020881,EFO_0020881,,No,no,yes,,yes,remove response to sulfonylurea,N
4142,Time_to_glucose_trough_glipizide,Time to glucose minimum after glipizide treatment,0,SULFONYLUREA RESPONSE,37233759,yes,complex,,glucose change measurement,EFO_0020881,EFO_0020881,,Yes,no,yes,,yes,remove response to sulfonylurea,N
4638,PTMV,Posterior thigh muscle volume,0,MUSCULOSKELETAL,,,simple,Exact match,posterior thigh muscle volume,EFO_0020931,EFO_0020931,,Yes,Yes,,,,ok,N
4639,PTMFI,Posterior thigh muscle fat infiltration percentage,0,MUSCULOSKELETAL,,,simple,Exact match,posterior thigh muscle fat infiltration measurement,EFO_0020934,EFO_0020934,,Yes,Yes,,,,ok,N
4635,ATMV,Anterior thigh muscle volume,0,MUSCULOSKELETAL,,,simple,Exact match,anterior thigh muscle volume,EFO_0020935,EFO_0020935,,Yes,Yes,,,,ok,N
4636,ATMFI,Anterior thigh muscle fat infiltration percentage,0,MUSCULOSKELETAL,,,simple,Exact match,anterior thigh muscle fat infiltration measurement,EFO_0020936,EFO_0020936,,Yes,Yes,,,,ok,N
4448,C12_0,Lauric acid,0,LIPIDS,,,simple,Exact match,Lauric acid measurement,EFO_0021636,EFO_0021636,,Yes,Yes,,,,ok,N
4450,C16_0,Palmitic acid,0,LIPIDS,,,simple,Exact match,Palmitic acid measurement,EFO_0021660,EFO_0021660,,Yes,no,,,,ok,N
4210,UMOD_antibody,"Circulating uromodulin, antibody-based measurement",0,RENAL,35446786,yes,simple,Match to parent,uromodulin measurement,EFO_0021778,EFO_0021778,,No,Yes,yes,,,ok,N
4209,UMOD_aptamer,"Circulating uromodulin, aptamer-based measurement",0,RENAL,35446786,yes,simple,Match to parent,uromodulin measurement,EFO_0021778,EFO_0021778,,No,Yes,yes,,,ok,N
4628,Smoke_AgeFirst,Age of initiation of regular smoking,0,LUNG,,,simple,Exact match,age at initiation of smoking,EFO_0021784,EFO_0021784,,Yes,Yes,,,,ok,N
4662,AO_Diameter_Avg,Aorta average diameter,0,LUNG,,,simple,Exact match,aortic diameter,EFO_0021786,EFO_0021786,,Yes,Yes,,,,ok,N
3666,AscAortaDiam,Ascending aorta diameter,0,CARDIOVASCULAR,,,simple,Exact match,ascending aortic diameter,EFO_0021787,EFO_0021787,,Yes,Yes,,,,ok,N
3889,AscAortaDiamInd,"Maximum ascending aorta diameter, BSA indexed",0,CARDIOVASCULAR,35697867,,simple,Match to parent,ascending aortic diameter,EFO_0021787,EFO_0021787,,No,Yes,,,,ok,N
3667,DescAortaDiam,Descending aorta diameter,0,CARDIOVASCULAR,,,simple,Exact match,descending aortic diameter,EFO_0021788,EFO_0021788,,Yes,Yes,,,,ok,N
4617,CerebralVol,Total cerebral volume,0,NEUROLOGICAL,,,simple,Exact match,cerebral volume measurement,EFO_0021789,EFO_0021789,,Yes,Yes,,,,ok,N
4618,SubcorticalVol,Total brain subcortical volume,0,NEUROLOGICAL,,,simple,Exact match,subcortical volume measurement,EFO_0021790,EFO_0021790,,Yes,Yes,,,,ok,N
3899,RVEDV,Right ventricular end-diastolic volume,0,CARDIOVASCULAR,,,simple,Exact match,right ventricular diastolic volume measurement,EFO_0021814,EFO_0021814,,Yes,Yes,,,,ok,N
3897,RVEDVI,"Right ventricular end-diastolic volume, BSA indexed",0,CARDIOVASCULAR,35697867,,simple,Match to parent,right ventricular diastolic volume measurement,EFO_0021814,EFO_0021814,,No,Yes,,,,ok,N
3904,RVESV,Right ventricular end-systolic volume,0,CARDIOVASCULAR,,,simple,Exact match,right ventricular systolic volume measurement,EFO_0021815,EFO_0021815,,Yes,Yes,,,,ok,N
3902,RVESVI,"Right ventricular end-systolic volume, BSA indexed",0,CARDIOVASCULAR,35697867,,simple,Match to parent,right ventricular systolic volume measurement,EFO_0021815,EFO_0021815,,No,Yes,,,,ok,N
3901,RVEF,Right ventricular ejection fraction,0,CARDIOVASCULAR,,,simple,Exact match,right ventricular ejection fraction measurement,EFO_0021816,EFO_0021816,,Yes,no,,,,ok,N
3907,RVSV,Right ventricular stroke volume,0,CARDIOVASCULAR,,,simple,Exact match,right ventricular stroke volume measurement,EFO_0021817,EFO_0021817,,Yes,Yes,,,,ok,N
3905,RVSVI,"Right ventricular stroke volume, BSA indexed",0,CARDIOVASCULAR,35697867,,simple,Exact match,right ventricular stroke volume measurement,EFO_0021817,EFO_0021817,,No,Yes,,,,ok,N
3898,RVEDVtoLVEDV,Right ventricular end-diastolic volume to left ventricular end-diastolic volume ratio,0,CARDIOVASCULAR,,,simple,Exact match,right ventricular diastolic volume to left ventricular diastolic volume ratio,EFO_0021818,EFO_0021818,,Yes,no,,,,ok,N
3903,RVESVtoLVESV,Right ventricular end-systolic volume to left ventricular end-systolic volume ratio,0,CARDIOVASCULAR,,,simple,Exact match,right ventricular systolic volume to left ventricular systolic volume ratio,EFO_0021819,EFO_0021819,,Yes,Yes,,,,ok,N
3900,RVEFtoLVEF,Right ventricular ejection fraction to left ventricular ejection fraction ratio,0,CARDIOVASCULAR,,,simple,Exact match,right ventricular ejection fraction to left ventricular ejection fraction ratio,EFO_0021820,EFO_0021820,,Yes,Yes,,,,ok,N
3906,RVSVtoLVSV,Right ventricular stroke volume to left ventricular stroke volume ratio,0,CARDIOVASCULAR,,,simple,Exact match,right ventricular stroke volume to left ventricular stroke volume ratio,EFO_0021821,EFO_0021821,,Yes,Yes,,,,ok,N
3894,RAMaxArea,Right atrial maximum area,0,CARDIOVASCULAR,,,simple,Exact match,right atrial maximum area measurement,EFO_0021822,EFO_0021822,,Yes,Yes,,,,ok,N
3893,RAMaxAreaInd,"Right atrial maximum area, BSA indexed",0,CARDIOVASCULAR,35697867,,simple,Exact match,right atrial maximum area measurement,EFO_0021822,EFO_0021822,,No,Yes,,,,ok,N
3896,RAMinArea,Right atrial minimum area,0,CARDIOVASCULAR,,,simple,Exact match,right atrial minimum area measurement,EFO_0021823,EFO_0021823,,Yes,Yes,,,,ok,N
3895,RAMinAreaInd,"Right atrial minimum area, BSA indexed",0,CARDIOVASCULAR,35697867,,simple,Exact match,right atrial minimum area measurement,EFO_0021823,EFO_0021823,,No,Yes,,,,ok,N
3892,RAFAC,Right atrial fractional change,0,CARDIOVASCULAR,,,simple,Exact match,right atrial fractional area change measurement,EFO_0021824,EFO_0021824,,Yes,Yes,,,,ok,N
3913,Rootcm,Short-axis root (cm),0,CARDIOVASCULAR,35697867,,simple,Match to parent,pulmonary artery root diameter measurement,EFO_0021825,EFO_0021825,,No,no,No,,,ok,N
3912,RootcmInd,"Short-axis root (cm), BSA indexed",0,CARDIOVASCULAR,35697867,,simple,Match to parent,pulmonary artery root diameter measurement,EFO_0021825,EFO_0021825,,No,no,No,,,ok,N
3308,TotPG,Total phosphoglycerides,0,LIPIDS,,,simple,Exact match,phosphoglycerides measurement,EFO_0022291,EFO_0022291,,No,no,Yes,phosphoglycerides measurement - EFO_0022291,yes,Accept Lizzy's suggestion,N
3916,AbAge,Abdominal age,0,OTHER,35418184,,simple,Match to parent,aging,EFO_0022597,EFO_0022597,,No,no,No,,,ok,N
3918,LiverAge,Liver age,0,HEPATIC,35418184,,simple,Match to parent,aging,EFO_0022597,EFO_0022597,,No,no,No,,,ok,N
3917,PanAge,Pancreas age,0,OTHER,35418184,,simple,Match to parent,aging,EFO_0022597,EFO_0022597,,No,no,No,,,ok,N
4330,AgingGIP1AdjSocioEcon,Aging-GIP1 principal component adj socioeconomic status,0,AGING AND LONGEVITY,37118362,yes,complex,Match to parent,aging,EFO_0022597,EFO_0022597,,No,Yes,yes,remove adjusted terms,yes,Accept Lizzy's suggestion,N
4475,mvAging,Multi-variate aging,0,AGING AND LONGEVITY,37550455,yes,simple,Exact match,aging,EFO_0022597,EFO_0022597,,No,Yes,yes,,,ok,N
4329,AgingGIP1,Aging-GIP1 principal component,0,AGING AND LONGEVITY,37118362,,simple,Match to parent,aging,EFO_0022597,EFO_0022597,,No,Yes,,,,ok,N
4267,EAA_Intrinsic,Intrinsic epigenetic age acceleration,0,AGING AND LONGEVITY,34187551,yes,complex,,"aging, epigenetic status","EFO_0022597,EFO_0000473","EFO_0022597,EFO_0000473",,No,no,yes,,,ok,N
4256,EAA_Grim,DNA methylation GrimAge acceleration,0,AGING AND LONGEVITY,34187551,yes,complex,,"aging, DNA methylation","EFO_0022597,EFO_0022599","EFO_0022597,EFO_0022599",,Yes,no,yes,,,ok,N
4257,EAA_Hannum,DNA methylation Hannum age acceleration,0,AGING AND LONGEVITY,34187551,yes,complex,,"aging, DNA methylation","EFO_0022597,EFO_0022599","EFO_0022597,EFO_0022599",,Yes,no,yes,,,ok,N
4258,EAA_Pheno,DNA methylation PhenoAge acceleration,0,AGING AND LONGEVITY,34187551,yes,complex,,"aging, DNA methylation","EFO_0022597,EFO_0022599","EFO_0022597,EFO_0022599",,Yes,no,yes,,,ok,N
3817,PS,PS retinal layer thickness,0,OCULAR,,,simple,Match to parent,retinal layer thickness measurement,EFO_0600002,EFO_0600002,,No,no,No,retinal layer thickness measurement - EFO_0600002,yes,Accept Lizzy's suggestion,N
3814,CSI,CSI retinal layer thickness,0,OCULAR,,,simple,Match to parent,retinal layer thickness measurement,EFO_0600002,EFO_0600002,,Yes,Yes,,,,ok,N
3806,GCC,GCC retinal layer thickness,0,OCULAR,,,simple,Match to parent,retinal layer thickness measurement,EFO_0600002,EFO_0600002,,Yes,Yes,,,,ok,N
3808,GCL,GCL retinal layer thickness,0,OCULAR,,,simple,Match to parent,retinal layer thickness measurement,EFO_0600002,EFO_0600002,,Yes,Yes,,,,ok,N
3810,INL,INL retinal layer thickness,0,OCULAR,,,simple,Match to parent,retinal layer thickness measurement,EFO_0600002,EFO_0600002,,Yes,Yes,,,,ok,N
3809,IPL,IPL retinal layer thickness,0,OCULAR,,,simple,Match to parent,retinal layer thickness measurement,EFO_0600002,EFO_0600002,,Yes,Yes,,,,ok,N
3811,OPL,OPL retinal layer thickness,0,OCULAR,,,simple,Match to parent,retinal layer thickness measurement,EFO_0600002,EFO_0600002,,Yes,Yes,,,,ok,N
3807,RNFL,RNFL retinal layer thickness,0,OCULAR,,,simple,Match to parent,retinal layer thickness measurement,EFO_0600002,EFO_0600002,,Yes,Yes,,,,ok,N
3813,RPE,RPE retinal layer thickness,0,OCULAR,,,simple,Match to parent,retinal layer thickness measurement,EFO_0600002,EFO_0600002,,Yes,Yes,,,,ok,N
4263,GCIPL,Ganglion cell inner plexiform layer (GCIPL) thickness,0,OCULAR,,,simple,Exact match,ganglion cell inner plexiform layer thickness measurement,EFO_0600005,EFO_0600005,,Yes,Yes,,,,ok,N
4590,LAAEF,Left atrial active emptying fraction,0,CARDIOVASCULAR,,,simple,Match to parent,left atrial volume measurement,EFO_0600035,EFO_0600035,,Yes,Yes,Yes,,yes,Change to left atrial volume measurement (EFO_0600035),N
4591,LAPEF,Left atrial passive emptying fraction,0,CARDIOVASCULAR,,,simple,Match to parent,left atrial volume measurement,EFO_0600035,EFO_0600035,,Yes,Yes,Yes,,yes,Change to left atrial volume measurement (EFO_0600035),N
4592,LATEF,Left atrial total emptying fraction,0,CARDIOVASCULAR,,,simple,Match to parent,left atrial volume measurement,EFO_0600035,EFO_0600035,,Yes,Yes,Yes,,yes,Change to left atrial volume measurement (EFO_0600035),N
4588,LAmax,Indexed left atrial maximum volume,0,CARDIOVASCULAR,,,simple,Match to parent,left atrial volume measurement,EFO_0600035,EFO_0600035,,Yes,Yes,,,,ok,N
4589,LAmin,Indexed left atrial minimum volume,0,CARDIOVASCULAR,,,simple,Match to parent,left atrial volume measurement,EFO_0600035,EFO_0600035,,Yes,Yes,,,,ok,N
4268,Kidney_volume,Kidney volume,0,RENAL,,,simple,Exact match,kidney volume,EFO_0600044,EFO_0600044,,Yes,no,,,,ok,N
4325,Pancreas_volume,Pancreas volume,0,GLYCEMIC,,,simple,Exact match,pancreas volume,EFO_0600045,EFO_0600045,,Yes,Yes,,,,ok,N
4274,Lung_volume,Lung volume,0,LUNG,,,simple,Exact match,lung volume,EFO_0600046,EFO_0600046,,Yes,Yes,,,,ok,N
4315,Spleen_volume,Spleen volume,0,GLYCEMIC,,,simple,Exact match,spleen volume,EFO_0600047,EFO_0600047,,Yes,Yes,,,,ok,N
4270,Liver_volume,Liver volume,0,HEPATIC,,,simple,Exact match,liver volume,EFO_0600048,EFO_0600048,,Yes,Yes,,,,ok,N
4286,PancreasFat,Pancreas fat,0,GLYCEMIC,34128465,yes,simple,Exact match,pancreas fat measurement,EFO_0600049,EFO_0600049,,Yes,Yes,yes,,,ok,N
4502,CFH1_levels,Complement factor H-related protein 1 levels,0,OTHER,,,simple,Exact match,complement factor H-related protein 1 measurement,EFO_0600054,EFO_0600054,,Yes,Yes,,,,ok,N
4503,CFH2_levels,Complement factor H-related protein 2 levels,0,OTHER,,,simple,Exact match,complement factor H-related protein 2 measurement,EFO_0600055,EFO_0600055,,Yes,Yes,,,,ok,N
4504,CFH3_levels,Complement factor H-related protein 3 levels,0,OTHER,,,simple,Exact match,complement factor H-related protein 3 measurement,EFO_0600056,EFO_0600056,,Yes,Yes,,,,ok,N
4505,CFH4_levels,Complement factor H-related protein 4A levels,0,OTHER,,,simple,Exact match,complement factor H-related protein 4A measurement,EFO_0600057,EFO_0600057,,Yes,Yes,,,,ok,N
4213,StoolFreq,Stool frequency,0,DIGESTIVE,34957435,yes,simple,Exact match,bowel opening frequency,EFO_0600084,EFO_0600084,,Yes,Yes,yes,,,ok,N
4451,C18_0,Stearic acid,0,LIPIDS,,,simple,Exact match,stearic acid measurement,EFO_0801220,EFO_0801220,,Yes,no,,,,ok,N
4022,HSM1,Hip shape mode 1,0,MUSCULOSKELETAL,,,simple,Match to parent,body shape measurement,EFO_0801227,EFO_0801227,,No,no,No,,,ok,N
4031,HSM10,Hip shape mode 10,0,MUSCULOSKELETAL,,,simple,Match to parent,body shape measurement,EFO_0801227,EFO_0801227,,No,no,No,,,ok,N
4023,HSM2,Hip shape mode 2,0,MUSCULOSKELETAL,,,simple,Match to parent,body shape measurement,EFO_0801227,EFO_0801227,,No,no,No,,,ok,N
4024,HSM3,Hip shape mode 3,0,MUSCULOSKELETAL,,,simple,Match to parent,body shape measurement,EFO_0801227,EFO_0801227,,No,no,No,,,ok,N
4025,HSM4,Hip shape mode 4,0,MUSCULOSKELETAL,,,simple,Match to parent,body shape measurement,EFO_0801227,EFO_0801227,,No,no,No,,,ok,N
4026,HSM5,Hip shape mode 5,0,MUSCULOSKELETAL,,,simple,Match to parent,body shape measurement,EFO_0801227,EFO_0801227,,No,no,No,,,ok,N
4027,HSM6,Hip shape mode 6,0,MUSCULOSKELETAL,,,simple,Match to parent,body shape measurement,EFO_0801227,EFO_0801227,,No,no,No,,,ok,N
4028,HSM7,Hip shape mode 7,0,MUSCULOSKELETAL,,,simple,Match to parent,body shape measurement,EFO_0801227,EFO_0801227,,No,no,No,,,ok,N
4029,HSM8,Hip shape mode 8,0,MUSCULOSKELETAL,,,simple,Match to parent,body shape measurement,EFO_0801227,EFO_0801227,,No,no,No,,,ok,N
4030,HSM9,Hip shape mode 9,0,MUSCULOSKELETAL,,,simple,Match to parent,body shape measurement,EFO_0801227,EFO_0801227,,No,no,No,,,ok,N
3999,IGF1,Insulin-like growth factor (IGF-1),0,OTHER,,,simple,Exact match,insulin-like growth factor I measurement,EFO_0801702,EFO_0801702,,Yes,no,,,,ok,N
3920,ASAT,Abdominal subcutaneous adipose tissue volume,0,ANTHROPOMETRIC,35773277,yes,simple,Match to parent,abdominal adipose tissue measurement,EFO_0803316,EFO_0803316,,No,no,yes,,,ok,N
3923,ASATadjBMIHeight,ASAT adjusted for BMI and height,0,ANTHROPOMETRIC,35773277,yes,complex,Exact match - adjusted,abdominal adipose tissue measurement,EFO_0803316,EFO_0803316,,No,no,yes,,,ok,N
3924,GFATadjBMIHeight,GFAT adjusted for BMI and height,0,ANTHROPOMETRIC,35773277,yes,complex,Exact match - adjusted,gluteofemoral adipose tissue measurement,EFO_0803317,EFO_0803317,,No,no,yes,,,ok,N
4021,GFAT,Gluteofemoral adipose tissue volume,0,ANTHROPOMETRIC,,,simple,Exact match,gluteofemoral adipose tissue measurement,EFO_0803317,EFO_0803317,,Yes,Yes,,,,ok,N
3925,VATtoASAT,VAT to ASAT ratio,0,ANTHROPOMETRIC,35773277,yes,simple,Exact match,visceral:abdominal adipose tissue ratio measurement,EFO_0803318,EFO_0803318,,No,no,yes,,,ok,N
3926,VATtoGFAT,VAT to GFAT ratio,0,ANTHROPOMETRIC,35773277,yes,simple,Exact match,visceral:gluteofemoral adipose tissue ratio measurement,EFO_0803319,EFO_0803319,,No,no,yes,,,ok,N
3927,ASATtoGFAT,ASAT to GFAT ratio,0,ANTHROPOMETRIC,35773277,yes,simple,Exact match,abdominal:gluteofemoral adipose tissue ratio measurement,EFO_0803320,EFO_0803320,,No,no,yes,,,ok,N
3256,MeanSleepEfficiencyRN,"Sleep efficiency, rank-normalized",0,SLEEP AND CIRCADIAN,,,simple,Match to parent,sleep efficiency,EFO_0803364,EFO_0803364,,No,no,No,,,ok,N
4108,ONLthickness,Photoreceptor cell outer nuclear layer thickness,0,OCULAR,36848389,yes,simple,Match to parent,outer nuclear layer thickness measurement,EFO_0803371,EFO_0803371,,Yes,Yes,yes,,,ok,N
4109,ISthickness,Photoreceptor cell inner segment thickness,0,OCULAR,36848389,yes,simple,Match to parent,inner segment thickness measurement,EFO_0803372,EFO_0803372,,Yes,Yes,yes,,,ok,N
4110,OSthickness,Photoreceptor cell outer segment thickness,0,OCULAR,36848389,yes,simple,Match to parent,outer segment thickness measurement,EFO_0803373,EFO_0803373,,Yes,Yes,yes,,,ok,N
4510,BG_PVS,Extensive basal ganglia perivascular space burden,1,CEREBROVASCULAR MRI TRAITS,37069360,yes,simple,Match to parent,perivascular space measurement,EFO_0803382,EFO_0803382,,Yes,Yes,yes,,,ok,N
4511,HIP_PVS,Extensive hippocampal perivascular space burden,1,CEREBROVASCULAR MRI TRAITS,37069360,yes,simple,Match to parent,perivascular space measurement,EFO_0803382,EFO_0803382,,Yes,Yes,yes,,,ok,N
4509,WM_PVS,Extensive white matter perivascular space burden,1,CEREBROVASCULAR MRI TRAITS,37069360,yes,simple,Match to parent,perivascular space measurement,EFO_0803382,EFO_0803382,,Yes,Yes,yes,,,ok,N
4452,C20_0,Arachidic acid,0,LIPIDS,,,simple,Exact match,arachidic acid measurement,EFO_0803403,EFO_0803403,,Yes,Yes,,,,ok,N
4462,C22_4n_6,Adrenic acid,0,LIPIDS,,,simple,Exact match,docosatetraenoic acid measurement,EFO_0803415,EFO_0803415,,No,Yes,,docosatetraenoic acid measurement - EFO_0803415,yes,"Accept Lizzy's suggestion, change to exact match",N
3299,PC,Phosphocholines,0,METABOLITE,,,simple,Match to parent,phosphocholine measurement,EFO_0803448,EFO_0803448,,Yes,no,,phosphocholine measurement - EFO_0803448,yes,Accept Lizzy's suggestion,N
3298,NeuropathyinT2D,Neuropathy in type 2 diabetes,1,DIABETIC COMPLICATIONS,,,complex,Exact match,diabetic neuropathy,EFO_1000783,EFO_1000783,,No,Yes,,,,ok,N
342,HIPOA,Hip osteoarthritis,1,MUSCULOSKELETAL,,,simple,Exact match,"osteoarthritis, hip",EFO_1000786,EFO_1000786,,Yes,no,,,,ok,N
4197,HipOAnoreplacement,Hip osteoarthritis without joint replacement,1,MUSCULOSKELETAL,36376028,yes,complex,Match to parent,"osteoarthritis, hip",EFO_1000786,EFO_1000786,,Yes,Yes,yes,,,ok,N
341,HIPKNEEOA,Knee and-or hip osteoarthritis,1,MUSCULOSKELETAL,,,simple,Match to parent,"osteoarthritis, hip, osteoarthritis, knee","EFO_1000786, EFO_0004616","EFO_1000786, EFO_0004616",,No,no,No,,yes,"Change to osteoarthritis, hip (EFO_1000786) and osteoarthritis, knee (EFO_0004616)",N
3798,SpineOA,Spine osteoarthritis,1,MUSCULOSKELETAL,34450027,yes,simple,Exact match,"osteoarthritis, spine",EFO_1000787,EFO_1000787,,Yes,Yes,yes,,,ok,N
3799,FingerOA,Finger osteoarthritis,1,MUSCULOSKELETAL,34450027,yes,simple,Match to parent,"osteoarthritis, hand",EFO_1000789,EFO_1000789,,No,Yes,yes,,,ok,N
3801,HandOA,Hand osteoarthritis,1,MUSCULOSKELETAL,34450027,yes,simple,Exact match,"osteoarthritis, hand",EFO_1000789,EFO_1000789,,No,Yes,yes,,,ok,N
3800,ThumbOA,Thumb osteoarthritis,1,MUSCULOSKELETAL,34450027,yes,simple,Match to parent,"osteoarthritis, hand",EFO_1000789,EFO_1000789,,No,Yes,yes,,,ok,N
4470,FMD,Fibromuscular dysplasia,1,MUSCULOSKELETAL,,,simple,Exact match,fibromuscular dysplasia,EFO_1000938,EFO_1000938,,Yes,no,,,,ok,N
4482,KleineLevinSynd,Kleine-Levin syndrome,1,SLEEP AND CIRCADIAN,,,simple,Exact match,Kleine-Levin Syndrome,EFO_1001354,EFO_1001354,,Yes,Yes,,,,ok,N
4324,PBC,Primary biliary cholangitis,1,HEPATIC,34033851,yes,simple,Exact match,primary biliary cirrhosis,EFO_1001486,EFO_1001486,,Yes,Yes,yes,,,ok,N
4240,Myasthenia_gravis_late,Late-onset myasthenia gravis,1,IMMUNOLOGICAL,,,simple,Exact match,late-onset myasthenia gravis,EFO_1001490,EFO_1001490,,Yes,Yes,,,,ok,N
3135,GA,Geographic atrophy,1,OCULAR,,,simple,Match to parent,atrophic macular degeneration,EFO_1001492,EFO_1001492,,No,Yes,,,,ok,N
3210,toastCE,TOAST cardio-aortic embolism,1,STROKE,,,simple,Match to parent,cardiac embolism,EFO_1001493,EFO_1001493,,No,no,No,cardiac embolism - EFO_1001493,yes,Accept Lizzy's suggestion,N
3213,toastSAO,TOAST small artery occlusion,1,STROKE,,,simple,Match to parent,small artery occlusion,EFO_1001495,EFO_1001495,,No,no,No,small artery occlusion - EFO_1001495,yes,Accept Lizzy's suggestion,N
4106,Stroke_smallvessel,Small vessel stroke,1,STROKE,,,simple,Exact match,small vessel stroke,EFO_1001504,EFO_1001504,,Yes,Yes,,,,ok,N
3179,PACG,Primary angle-closure glaucoma,1,OCULAR,,,simple,Exact match,primary angle closure glaucoma,EFO_1001506,EFO_1001506,,Yes,Yes,,,,ok,N
